Subject,CHA_Raw,CHA_Norm,GE_Raw,GE_Norm,LAM_Norm
subject1,1485.3346820642623,38.540039985244725,2.626580448127605,0.8159930954264607,0.45719602977667495
subject2,1149.8441514552087,33.909351976338456,2.0645904977430045,0.6414011009037731,0.8411910669975186
subject3,2286.34620405755,47.815752676890384,2.2550533214418027,0.7005717039532389,0.6718362282878412
subject4,1432760.214344735,10.617662559319578,5.177553580211103,0.9970338150072502,0.9069478908188585
subject5,3282945.2112598373,12.191129347655798,5.192956850890212,1.0000000000000004,0.9224565756823822
subject6,517.1379611485837,22.740667561630282,1.651485240895113,0.513062737038865,0.5564516129032258
subject7,9826.423642678938,21.41896566174118,3.9923570551192107,0.826863636527033,0.9807692307692307
subject8,1218.5579277396112,34.90784908497817,2.8758376891567954,0.8934292111981514,0.29280397022332505
