TR_Transition,Distance
1,4.351822393669761
2,1.7584100874426516
3,5.53664071787555
4,7.589592278698966
5,6.447714259370458
6,3.4826960351599303
7,4.749244825848958
8,6.465743671976602
9,5.540396959919529
10,2.577284891767855
11,1.147703051939029
12,1.4323593604621907
13,1.012568060019789
14,0.5919659302126457
15,1.7867509343077705
16,4.057735937749831
17,5.934706755983152
18,5.164273191979395
19,1.8498244198559035
20,3.6018549010301744
21,5.267189488637802
22,4.00733163868948
23,1.2714889909311262
24,5.8196211364569495
25,9.205170338027054
26,8.427326193576507
27,4.698753466534346
28,0.9693956305423811
29,5.3653428694456675
30,7.247957680120372
31,7.4168833316867975
32,5.391900879670924
33,3.932059183925586
34,2.816016509701991
35,1.2378767117650127
36,1.2186209582465912
37,2.741425670427825
38,3.5288215838257417
39,1.8639106611934793
40,2.039132815206433
41,4.718778727689382
42,5.335769383435222
43,3.6574228077885924
44,1.5011084905489926
45,1.2752544755457837
46,1.031888645081706
47,2.597823679491712
48,3.666979251420761
49,1.7130449099326936
50,2.9997350023372955
51,7.609915765031916
52,8.589612317721318
53,4.808461225587537
54,1.9736111058514516
55,6.953739750323306
56,7.6845537876253704
57,3.860877568895242
58,3.909957551085117
59,6.974358439240656
60,5.5238739303575635
61,1.545162009027557
62,3.040086972408859
63,3.8752641613176815
64,1.9457014869440454
65,1.7951958549009774
66,2.2371746906516354
67,0.5403822583888155
68,3.9965412182725095
69,5.8539780456841415
70,4.4038299215434025
71,1.1041290830330535
72,4.813288949751295
73,5.469451041973308
74,3.807025560296816
75,3.8226091514768994
76,6.8673817043236465
77,7.469097503467662
78,5.16051974727185
79,1.5061957321412667
80,2.1862666787552936
81,4.3764411536359145
82,5.759256725948119
83,6.354188452109416
84,5.6333295106216
85,4.495184738703079
86,1.9433577465320935
87,1.4403520230330527
88,2.665978597578445
89,1.4819707270865845
90,1.425062113949729
91,3.453427305210412
92,2.5847711424067543
93,1.5663034710412196
94,6.36291880860951
95,7.920178588330978
96,5.1746265976929084
97,2.1034749610564
98,7.3990516359730965
99,8.735010614758295
100,3.443967103211586
101,7.186375530340489
102,15.149522326424833
103,19.423688756297974
104,14.712346210624126
105,11.581455733277144
106,18.659038992721516
107,21.820128194776927
108,16.79482503876737
109,10.207245088376618
110,11.365425392092323
111,12.145635561733279
112,13.695779753002398
113,4.347526603436786
114,2.9700606015322015
115,3.0426975546069177
116,2.5465075232982484
117,3.92072124744618
118,4.382421382672789
119,1.981209918358669
120,1.9331714781991427
121,4.1212948564725815
122,4.139966836774224
123,2.7069930240244546
124,1.839105188603321
125,1.5141646385250216
126,3.1405960847075813
127,5.499720722997418
128,8.82390238510362
129,1.9038371670060579
130,2.8615975554412083
131,3.0314660579296864
132,1.653828875605062
133,3.805847787849982
134,5.480524420367832
135,4.721922649502705
136,2.37195485961298
137,1.606125166490217
138,2.9780900343118932
139,2.5814591837197476
140,2.2988006112192476
141,2.5466822124894666
142,1.6073709596154526
143,2.8095062427808797
144,6.407832334668756
145,3.8290573432508097
146,1.2250533125162741
147,2.8732203820781326
148,3.959557059619018
149,2.97395575286075
150,4.724567092960219
151,9.511843797601438
152,7.313273469701083
153,3.0894400567256897
154,4.964879479629456
155,11.18342331786469
156,14.254105110474764
157,11.562462109952273
158,5.8194213130351535
159,7.592704065169724
160,12.555480033262755
161,12.767370670336154
162,10.265611733433786
163,5.969974475932088
164,5.918146857052481
165,11.338551122869816
166,13.603837322015142
167,7.042016117616026
168,4.432713954593761
169,6.870783852084098
170,6.789657857903671
171,5.062093510715386
172,2.266795990681909
173,1.2545720678814878
174,2.0820420613170234
175,4.008319386173438
176,4.452430185561425
177,3.070999822327847
178,5.47212241185309
179,2.8565375046317185
