TR_Transition,Distance
1,2.812425805427552
2,4.281069919295897
3,2.5828264316211884
4,1.2595412874621543
5,1.5646292718482488
6,2.3963179074979086
7,0.27586901258742813
8,2.9704991508974223
9,2.8470326490044244
10,2.6645612867747435
11,1.1825515370534307
12,1.6429320183356366
13,2.4982348745756924
14,1.7310806503451845
15,1.4510838683970437
16,3.529230576164107
17,3.119497393823934
18,2.22618759033156
19,2.4392175563870264
20,3.0017520957890347
21,2.789055944619863
22,2.1838546770999465
23,0.6664574943825653
24,1.7557410621178338
25,1.9135966059429053
26,1.3156629080644493
27,0.843513212032814
28,0.8556972908952962
29,0.6921403814903456
30,0.27187835762658236
31,1.1019365647133261
32,1.4264572036786274
33,2.004413854972714
34,1.609912718420754
35,1.1364834445954652
36,1.4935569195071245
37,1.6540598267093176
38,1.8171421178903249
39,1.1260884412770535
40,1.1492289737952797
41,1.4449256663467167
42,1.4995037207439925
43,1.1430290893275996
44,0.9831173087897873
45,0.960587336949241
46,0.9515638635472105
47,1.1373780708003336
48,1.1373248037889565
49,0.5548797056178205
50,1.4547246232646198
51,1.5863612418179756
52,1.6372479947148708
53,2.0900803741373886
54,2.057396119140328
55,1.2115692308249961
56,0.1300024149905993
57,7.394931405754971
58,2.4118302229561315
59,0.8634740219722635
60,2.1496968596403687
61,5.4701991601144
62,3.276371212038398
63,3.601989776616826
64,2.5641523497761733
65,0.5889730817082759
66,3.2061773560394635
67,2.74627953426892
68,1.0017594871661992
69,0.7924053890848078
70,2.2696729703979517
71,1.585397222767581
72,2.4239501869591584
73,4.091242408901614
74,4.396016327806811
75,1.1944499988967037
76,8.348439772149534
77,20.109341451754293
78,24.80667986791556
79,20.91974307198457
80,6.117969369116388
81,11.902547792963027
82,22.35577706540403
83,30.73295336340424
84,16.15399260800359
85,3.96330893528102
86,4.628131664373051
87,8.703316070643645
88,10.001644771361873
89,4.958638892593466
90,2.1307073692698077
91,2.2263955731729412
92,1.9581135987457083
93,1.6816285062194483
94,1.1730412756684254
95,0.756287586530368
96,1.6148981894197232
97,2.2762996352060476
98,2.8773412648252625
99,2.5279839583099175
100,2.310701952326406
101,1.9060561342401239
102,2.117353921514242
103,1.1671588456429745
104,0.2913942724587497
105,1.2060929313550381
106,1.0857594449264047
107,0.18690753885706868
108,1.6864322886255065
109,0.6380129370816857
110,0.1884820762594799
111,2.5194515544211766
112,2.380012988536437
113,1.4546135278157366
114,0.5031942286911518
115,1.4221087107027024
116,1.5088377342398993
117,0.3281078941413532
118,2.138968321437526
119,4.060238529628515
120,5.0104468976368315
121,3.6151450324252887
122,1.8929831424790537
123,1.8465327069928117
124,1.8673821275423523
125,0.8822079842354572
126,0.8402027132694073
127,1.1107307377064872
128,1.4219760897927
129,2.6827220803845013
130,3.906739668460444
131,4.123931019640718
132,4.16894635680927
133,3.4520090730749167
134,2.67904551287605
135,2.2749972479169704
136,0.792945028759317
137,1.410488262497085
138,1.6939531567760993
139,1.3649707282332373
140,1.5351492530362134
141,3.13166523505103
142,3.698087501193628
143,0.780155716693845
144,0.7867216507194831
145,1.6259932028005
146,1.766640632094607
147,1.5243000951713748
148,2.099295010839383
149,1.315868468082508
150,1.5685897322571596
151,3.782565121427428
152,2.7655740917935954
153,1.8818345629162616
154,1.7879613031258474
155,3.339548491049957
156,2.2324619773358125
157,0.7355083362538013
158,1.4077896940134353
159,2.709543565960383
160,8.297479399241233
161,3.9232061747913374
162,3.182324562380043
163,3.2666365714219627
164,2.627384838249047
165,1.0863582284778008
166,0.615277357925778
167,3.43846476809381
168,5.084725707869527
169,1.0558218147028144
170,0.8976800865899771
171,0.4963523618418433
172,1.5545849355128765
173,2.458852753044626
174,2.9504918781272105
175,2.6394631651509575
176,1.4997108467704323
177,2.694773463779375
178,2.253867528470562
179,1.318035126980565
