MDS1,MDS2
-1.1750725409438003,-2.080172116387207
-2.414840882363092,-2.088390584157582
-3.1238569041706477,-0.6761690859379272
-4.8845893574072585,2.016839991168119
-5.918653659741439,10.087052940175383
3.5195421263368707,11.90956786451181
8.77318022130996,7.530652562413215
11.699920327338612,2.6201839376864977
11.218427963957906,0.5561127575813404
7.727842422844983,0.48274857720128983
2.976922754458029,1.1665402262423952
-5.919504785513154,1.871140498831005
-10.058586149944631,-4.427846732982682
-9.317839846398165,-6.2307472406022395
-5.83991889543164,-6.2226322080149314
-1.0679062970864015,-1.755418182089098
0.08133121136198782,0.8752536194560327
3.0135291213650603,5.444539366932788
4.810385887719042,4.535930332168712
5.253942964585682,0.5938259563542453
9.772753713955744,-2.8407503576814226
13.620000697495465,-5.3599462347558005
13.159035999008728,-4.426998252755505
8.168512995297297,-0.7030650149769532
-1.6014201885970674,5.4352789828742765
-6.102868736149544,6.619429765844917
-9.333222527551499,4.568562075774036
-7.5318438818475,-7.883013343882002
-3.7806564401995337,-9.561892119176163
-1.4823370500663597,-6.958806619355288
-1.5305032912389884,-4.331890310953273
-7.178346761860997,0.8932512778070573
-8.391276278284463,1.9060902600368415
-7.837899884825146,0.3052614685284238
-8.867204817063636,-2.9515763333499856
-6.802355370923088,-8.111716428500602
1.1881369404479856,-6.826432480916953
3.312017334540673,-3.8337536448086436
5.2695330141947645,-4.012194880156735
5.670863979648278,-4.900401336092732
-5.0342482072369,-2.5077071228190992
-6.429481733340631,-3.1093228102225536
-6.7857957787007495,-3.4991716762854486
-2.9934554102069466,0.6502104172309702
3.8669745700566094,3.285410990232078
6.670175687741376,6.777240171819905
7.208872079034154,9.219689951516285
6.2713106986752285,10.094470512013993
4.760694617416782,9.970640609502993
1.7864279250543662,8.047591422995108
2.550400978702069,-2.2409827316968225
2.5891335580350177,-5.419629541592611
3.8342429752896576,-8.715662670453971
2.8653576478629974,-10.549408999420887
-2.1736490644681226,-5.4871621878949925
-2.0515353244015446,3.4996527724517144
-3.7521256231029443,6.435549421257106
-6.474062485002881,7.2860114199132635
-7.063885095089874,4.167938211079334
-8.90533804936621,0.8416009507959293
-11.084090278654195,-1.1785620344286634
-11.33791134825647,-2.5428434029779776
-10.29457859545595,-3.504348021628356
-6.181179262628579,-9.903837236427806
9.2672573116526,-8.617451288556447
11.026560749985487,-2.1342962925485223
9.07370415223337,-0.22036324523480175
8.185567214413167,1.5420138001710306
5.982664783393857,2.0470132310097915
1.9355393083272843,-0.6589170994381404
3.622135040361462,-2.660975283253171
8.47040148855307,-6.486254425606755
9.93797040949238,-6.195346167050569
6.519189621069047,-3.630849014049031
1.156935937109201,-1.4340989168247373
-7.184287985978419,-1.993484435669886
-7.79865191921332,-1.9567789544078216
-3.757275646658251,-1.7699085597108244
0.7403954720925211,-4.262248354802768
8.198161954519142,-7.516156759624771
9.67079218600567,-5.041322687122622
5.0523842902668505,-0.7207559094406131
1.4767577038048476,2.5563922119850506
-2.444153690580228,7.778906495170254
-5.414770671105625,7.92818121482768
-5.168171915727027,5.506042937703255
-5.569258267590474,3.553532006124521
-7.258299994431923,2.1398566113931423
-9.485734001634956,1.8942222325512135
-9.37805361150963,5.835127244532518
-2.199037083680865,10.541276963294923
-0.6299277563541646,11.358329425969757
0.11708569789304162,12.585651444190237
-1.6386512881862794,12.467954842656106
-8.030316874321601,-6.666458538972369
-6.536398429052772,-4.7831501350838614
-5.631587537129694,-1.5379692869227184
-4.011304268474002,1.7009809590068792
-1.554533303284969,6.325995831233985
3.020687772598166,8.341583353636285
6.165893178498354,3.628104786267851
7.012447835517988,-1.8132154603713666
5.680713034789019,-9.055391250553697
3.511432605317237,-10.131745837719542
1.1609048815776062,-7.991289337219643
-0.6284482713314326,-8.058272035166759
-5.168523547793246,-9.654758574441864
-4.727762218023203,-6.648603197305841
1.5875163303351691,0.7225280242095357
9.751240599387675,5.453270890094076
13.626001583092355,7.266164917887371
13.05869895016709,7.458956893822911
9.056880383387655,6.8712465787024835
2.371459156519731,7.608394621113106
-3.3033334283143123,7.745910058942631
-9.988623381315064,3.324433565062677
-9.051749425061063,-1.6001106580303999
-4.737215582878527,-5.151159040206642
-2.664114675272096,-7.066014139921
-2.0896481406913554,-8.182225065624408
-2.5809397009238424,-8.812220878319678
-2.8177104492126372,-9.549134697877173
-1.4166936356331195,-9.817935031629595
2.517505137445621,-8.347549799416337
8.462666263704854,-4.327965003037312
11.775118558789076,-0.4196912584924729
11.145029237471908,1.5742253115432712
7.986214798274213,3.7563685641890103
5.962623160036341,5.3797719184723745
5.076130358128964,7.463326652353223
3.853474576100617,7.35740807713726
2.1417939581243015,6.0129035673875215
1.3111000300722768,4.301999835748778
-1.0219540846033348,-3.1393424825978853
-2.7590232871841245,-3.519080091896661
-3.1044623463961285,-1.6618732089836348
-4.4666998746043305,0.5646512579194227
-4.119291087704247,7.858804919877635
-3.4552867857353697,9.377567717020153
-5.188100071081563,8.999698386006836
-8.703610664075347,7.938996748425412
-10.98788218015176,4.915692732654147
-10.205522983485698,2.4451794339753827
