Subject,CHA_Raw,CHA_Norm,GE_Raw,GE_Norm,LAM_Norm
subject1,1485.263043115922,38.53911056467082,2.628022691602947,0.816441153554146,0.45719602977667495
subject2,1269.0622655462446,35.623900201216664,1.9605279233491257,0.6090722444782104,0.8411910669975186
subject3,2286.3310495317533,47.815594208707196,2.2550533214418027,0.7005717039532389,0.6718362282878412
subject4,395.2775771650696,19.881588899408154,2.9512280640285264,0.9168505480168272,0.4826302729528536
subject5,487.736321738676,22.08475315095634,3.0600149525603273,0.9506470951502524,0.6569478908188585
subject6,517.0458541999275,22.738642312150642,1.651485240895113,0.513062737038865,0.5552109181141439
subject7,820.2787421793705,28.640508762579106,2.767696141329837,0.8598331504270322,0.859181141439206
subject8,1218.5652246198406,34.90795360114713,2.8758376891567954,0.8934292111981514,0.29280397022332505
