TR_Transition,Distance
1,4.417929109205592
2,2.8769569269817032
3,4.774812706795052
4,5.1936641227985785
5,3.351310503570824
6,2.7908716725502245
7,2.620695266932168
8,2.457645268677301
9,2.457450137991857
10,2.365267574514399
11,2.1840961228620674
12,2.327502043445692
13,3.329544626491583
14,3.7964076052287785
15,3.509458376420996
16,2.541441531423565
17,3.271598021613207
18,4.283888686814579
19,5.346198457755102
20,3.8739351242245625
21,3.0001847528337238
22,4.838421109789699
23,2.9801232328735914
24,1.3643777129973627
25,1.2190768813994892
26,2.517840524901235
27,2.4955730240964034
28,2.060402654235015
29,1.3289947261231385
30,2.3510426211780846
31,4.18009352328065
32,3.9498553210813716
33,2.5092583212895154
34,12.507392936376412
35,4.984125491621101
36,4.1850585139808665
37,5.587192128339531
38,7.055298701762135
39,8.298112161409588
40,7.731959795006037
41,6.674997507146798
42,5.659705198573163
43,4.36093392508308
44,3.727450550383834
45,3.898716627474981
46,4.431751825578414
47,5.092776633902953
48,4.34762617303616
49,3.4351145027415972
50,4.576246200399718
51,6.269768595750145
52,4.233312732956019
53,1.6161023292736811
54,5.447690644610576
55,7.373561165625214
56,5.290627875932267
57,3.7563081477862337
58,4.56443572775741
59,1.9784140569328705
60,5.134619832126959
61,4.75374340013213
62,4.769095908297687
63,0.7315731137676802
64,3.742577282238322
65,3.510464071436519
66,4.179568410618082
67,2.328745374948925
68,2.7315881712460435
69,4.147317565269962
70,4.986096084776855
71,5.248563297655605
72,5.831338347148486
73,4.537485123603446
74,4.591985768293426
75,4.518753177020004
76,3.2013461747963254
77,2.890861240658327
78,1.823979953242405
79,3.123139102521557
80,4.861113653492786
81,3.7871496697111677
82,2.389940832937896
83,2.1302424569525527
84,2.17706547035148
85,2.7120131720764853
86,2.3384313752506585
87,2.9148568363284384
88,3.0675227474982294
89,3.9727507337695185
90,3.576125846618809
91,2.5418196766162238
92,2.1827177332963266
93,4.855749437318076
94,4.249033328489031
95,5.430436185454053
96,4.324464610250913
97,3.786029334821293
98,2.267178261218456
99,1.1862767817318556
100,3.330163820101455
101,4.1709746432906005
102,2.416803306680721
103,1.7524456385062308
104,1.8867646111693546
105,2.2628832233991347
106,2.0318887774412735
107,1.7901776797044577
108,1.484025527517649
109,1.6745617190292017
110,2.7918657164387346
111,6.0637437171118265
112,2.8046772373501154
113,2.457529868338256
114,2.719164667302016
115,2.339870981160982
116,2.857641931941883
117,3.1872525417720077
118,2.5288709123393134
119,1.9112739010539732
120,1.5379818290635434
121,1.667487247963555
122,3.761795992128083
123,1.396865676451416
124,2.5031439660319688
125,2.5228130784609033
126,3.6992357550320643
127,3.1385720977201
128,2.355141077044939
129,3.316890313844271
130,3.143583575454457
131,2.004861737028326
132,2.9424424321656426
133,2.5010242375607152
134,2.215989529626387
135,1.5966929996848056
136,1.207479075539777
137,1.2935381089620197
138,1.3503399129054134
139,1.396165044522401
140,1.815489222617306
141,1.9026788701072794
142,3.234454595685633
143,3.801601943934673
144,4.149270773503657
145,3.918192805570122
146,2.5429302975555816
147,2.952986932050395
148,3.359958722879299
149,5.188427985288645
150,4.285129127990987
151,3.1960284374158237
152,3.6374320956920343
153,4.055422825432495
154,2.850999018363917
155,2.911325545700638
156,4.396885186196738
157,5.32051104824709
158,5.5648203753116325
159,3.8668370398937073
160,2.3826436980623753
161,6.139321404513319
162,8.550273054117161
163,6.977360629508408
164,4.303202219775167
165,3.7948196697409142
166,7.78014575667542
167,9.150150319704577
168,8.920169027081904
169,6.368219848227453
170,2.9337481031205104
171,4.125190820100041
172,4.0474773893258185
173,2.298543784852592
174,2.5041131076077128
175,4.651955389315302
176,3.8810247958802093
177,2.188667203500403
178,1.9900037036805271
179,3.099246822653069
