TR_Transition,Distance
1,2.3360683878731123
2,3.721401425350793
3,6.49198680576823
4,7.173637511270586
5,6.478423755955996
6,7.672107372534752
7,6.952997619849524
8,5.121216518517888
9,5.453863168223412
10,7.709804239347866
11,7.893089415007297
12,4.976506159617767
13,4.815334930216821
14,5.455534796938466
15,6.583725585904641
16,7.544528216841542
17,6.855507946296701
18,5.427302230059315
19,7.526605463874397
20,8.00219103963709
21,7.115322075882842
22,6.85563890216466
23,8.184433410425678
24,8.228537102158548
25,6.487865263820218
26,7.678515464289313
27,8.350047353206232
28,6.023565035308577
29,3.8970640234482987
30,4.53359654594652
31,4.89062397265546
32,5.687737132214831
33,7.999441019547042
34,6.900615516224696
35,4.510846081060295
36,4.7753213536259445
37,6.173351682804519
38,8.177999400130759
39,6.74214028841837
40,8.850820072071196
41,6.284546770072005
42,3.115676606798288
43,4.573540669923384
44,8.93491335312098
45,6.925350923261702
46,3.830315665580215
47,5.791445083592467
48,7.058384547179282
49,6.0344914355172525
50,6.023095686332724
51,8.435981356440617
52,8.309674228387209
53,5.814988123322559
54,5.943371378591097
55,8.843950743210799
56,6.245998486601945
57,3.8889225047776996
58,3.980861123406528
59,5.099302771989004
60,6.322421391283256
61,5.660247096620525
62,6.18744220239557
63,7.243509204188687
64,7.683582970966145
65,7.088823005255596
66,6.431196834459514
67,7.085787226323941
68,5.457736339816896
69,4.8166190558299
70,6.299079668046745
71,6.991049479582388
72,4.299137839315799
73,5.052452896188097
74,8.578206722569194
75,9.063857514651376
76,5.844315607907845
77,5.708274340158568
78,7.907556561790345
79,6.899355334289835
80,4.735500656136731
81,6.785828404342246
82,8.547220850286935
83,6.728299619610154
84,5.241516553211002
85,4.519063229052506
86,5.107577786073688
87,8.925717157329377
88,6.471868577377898
89,4.559720270071148
90,4.173505726379476
91,6.081753028919278
92,15.740134007808905
93,7.2252755121761965
94,6.491440847173761
95,7.0472278034170355
96,5.309573132560669
97,6.958090752217305
98,9.14705472728477
99,7.297489217460623
100,6.188353459456529
101,7.925436134775118
102,7.517208048877604
103,4.49079657368108
104,5.245232558433731
105,7.673440024017669
106,6.854075667470255
107,5.267507856618511
108,7.884974813968097
109,8.205664132174473
110,5.284741298031425
111,4.475265586283368
112,7.107736561063318
113,8.677878631442358
114,8.458423790585018
115,6.239930881729985
116,6.205537981581152
117,6.557749523208458
118,6.329168628004495
119,6.0081827169890625
120,5.31931950201576
121,4.166705001547217
122,5.3034474707153585
123,9.107090861147118
124,7.57895256585112
125,5.34720851566373
126,3.9526998903009067
127,4.722516641365133
128,7.4548992354722134
129,6.186293371430506
130,4.220968413171458
131,7.288694405127148
132,7.213245565836215
133,4.789452036432044
134,4.544105677841857
135,7.508418809306217
136,6.16665910184144
137,4.4257249659789135
138,4.782940469483062
139,6.911970395656429
140,9.25716263572974
141,7.020051542591963
142,6.022623343289202
143,6.541906386041847
144,7.307890285226193
145,6.073562595663266
146,6.04063906049179
147,6.729372986560205
148,5.614283973337124
149,5.2615628658273055
150,6.238880596510919
151,6.309519962887534
152,6.033837593234408
153,10.078377918855013
154,9.36807933094206
155,5.7718684722589915
156,5.858602675365746
157,7.5568017859403955
158,7.401321193381402
159,4.52293326435728
160,4.721073799811678
161,5.8594825868904366
162,5.889642897834759
163,6.212095557236138
164,7.128876419369137
165,7.074354648462402
166,6.059322795996242
167,5.806907685781534
168,5.496516838719386
169,5.732153302303911
170,6.466724450012147
171,8.591976439186368
172,12.332871042542084
173,7.4736043781392265
174,5.232981600571619
175,5.061597184174695
176,6.36554225759275
177,6.348227834762368
178,5.596144605027256
179,5.472882758162079
